vintage,y_old,y_new,error,abs_error,perc_error,impact_revisions,impact_releases,variance_so_far,params_used
2024-06-14,1.815684770388502,1.1316686982878552,1.6683313017121446,1.6683313017121446,0.5958326077543374,0.0001933438224854811,-0.6842094159231255,0.11696949672299928,prev
2024-06-21,1.1316686982878552,2.730024191880746,0.06997580811925364,0.06997580811925364,0.024991360042590584,-0.00700646882187228,1.6053619624147522,0.6386850709746434,prev
2024-06-28,2.730024191880746,2.3053079687943328,0.49469203120566707,0.49469203120566707,0.1766757254305954,-0.19671807279347941,-0.22799815029293416,0.04509596753819703,prev
2024-07-05,2.309570369894164,2.215252252772803,0.5847477472271967,0.5847477472271967,0.20883848115257025,-0.008141465406729775,-0.08617665171462713,0.002223976804329691,curr
2024-07-12,2.215252252772803,1.6443004945389679,1.155699505461032,1.155699505461032,0.41274982337894,0.0,-0.570951758233837,0.08149647755757697,curr
2024-07-19,1.6443004945389679,4.290463951886343,-1.4904639518863432,1.4904639518863432,-0.5323085542451226,0.1991440081906677,2.4470194491567074,1.7505452607501533,curr
2024-07-26,4.290463951886343,4.2302566155103145,-1.4302566155103147,1.4302566155103147,-0.5108059341108268,0.037427359704640395,-0.09763469608067116,0.0009062308383740608,curr
2024-08-02,4.2302566155103145,3.6810698214173794,-0.8810698214173796,0.8810698214173796,-0.3146677933633499,-0.011445145499990872,-0.537741648592948,0.07540153370151899,curr
2024-08-09,3.6810698214173794,3.719693368413508,-0.9196933684135082,0.9196933684135082,-0.3284619172905387,0.0017017371229153255,0.03692180987321676,0.00037294459564054036,curr
2024-08-16,3.719693368413508,0.41222178599702275,2.387778214002977,2.387778214002977,0.8527779335724919,-0.5161723166426535,-2.7912992657738283,2.7348420671231524,curr
2024-08-30,0.4372351614052701,1.07485632090702,1.7251436790929797,1.7251436790929797,0.6161227425332071,0.015786712737628994,0.6218344467641194,0.10164018576108903,curr
2024-09-06,1.07485632090702,1.5143106899718886,1.2856893100281113,1.2856893100281113,0.45917475358146836,0.017041379358258668,0.4224129897066098,0.048280035622550406,curr
2024-09-13,1.5143106899718886,1.4530120414041896,1.3469879585958102,1.3469879585958102,0.48106712806993224,-0.00764948428671719,-0.053649164280981806,0.0009393810790565653,curr
2024-09-20,1.4530120414041896,2.7617223112093785,0.03827768879062132,0.03827768879062132,0.013670603139507615,-0.5136437190577443,1.8223539888629312,0.4281806425733926,curr
2024-09-27,2.7617223112093785,2.5974934551458606,0.20250654485413921,0.20250654485413921,0.07232376601933543,0.006095584011981181,-0.17032444007550188,0.006742779290982919,curr
2024-10-04,2.5974934551458606,2.4800405883329333,0.31995941166706654,0.31995941166706654,0.11427121845252378,-0.0027240665856202995,-0.1147288002273078,0.0034487939806438113,curr
2024-10-11,2.4800405883329333,2.5381686213989862,0.2618313786010136,0.2618313786010136,0.09351120664321914,-0.0028719708034818936,0.06100000386953564,0.0008447170570320367,curr
2024-10-18,2.5381686213989862,2.1642700419680523,0.6357299580319475,0.6357299580319475,0.22704641358283842,0.0017812037925026836,-0.3756797832234353,0.03495003692511761,curr
2024-10-25,2.1642700419680523,2.146706261011865,0.6532937389881348,0.6532937389881348,0.23331919249576244,0.0008149344573831208,-0.018378715413570713,7.712160036923165e-05,curr
